curbcut	stopid
No	76
No	614
No	620
Yes	"20,417"
Yes	"18,664"
Yes	"18,668"
Yes	"18,671"
Yes	768
No	645
Yes	"19,496"
Yes	"19,513"
Yes	"19,515"
Yes	"19,521"
No	"8,354"
No	"8,356"
No	"7,365"
No	"4,379"
No	457
No	"19,207"
Yes	"17,393"
Yes	"17,394"
Yes	"17,300"
Yes	"17,311"
Yes	"17,313"
No	517
Yes	684
Yes	650
Yes	"18,201"
Yes	"18,202"
Yes	"18,205"
Yes	839
Yes	"17,613"
Yes	"18,210"
Yes	"17,916"
Yes	"17,929"
Yes	"17,933"
No	"1,214"
Yes	"1,651"
Yes	"1,654"
Yes	"1,665"
Yes	"16,598"
Yes	"16,622"
Yes	"16,624"
No	"16,628"
Yes	"19,824"
Yes	"19,829"
No	"15,765"
Yes	837
No	"19,737"
Yes	"16,755"
Yes	"16,758"
Yes	"16,761"
Yes	"16,775"
Yes	"16,786"
Yes	816
Yes	"19,768"
Yes	"2,127"
Yes	"19,793"
Yes	"19,794"
Yes	"19,799"
Yes	"16,806"
Yes	"16,811"
Yes	"16,641"
Yes	"16,645"
Yes	"16,648"
Yes	"16,653"
Yes	"16,661"
No	"16,672"
Yes	"19,814"
Yes	"19,732"
Yes	"19,746"
Yes	"19,758"
No	"19,760"
Yes	"19,761"
No	"18,694"
No	447
No	833
Yes	"17,419"
Yes	"18,193"
Yes	"1,143"
Yes	"19,586"
Yes	"19,598"
Yes	"19,601"
Yes	"19,605"
Yes	"19,606"
No	"1,911"
Yes	"17,472"
Yes	"17,536"
Yes	579
Yes	"14,832"
No	"14,833"
Yes	"19,911"
Yes	"19,912"
No	66
Yes	"17,555"
Yes	"17,573"
Yes	"17,948"
No	50
Yes	"20,060"
Yes	"20,065"
Yes	"16,485"
Yes	"16,494"
No	"20,026"
No	"20,035"
Yes	"20,040"
No	"20,046"
No	"13,799"
No	"13,834"
Yes	"13,810"
No	"13,819"
Yes	"13,788"
Yes	"20,051"
No	"20,072"
Yes	"4,628"
Yes	"15,520"
Yes	"15,527"
No	"15,079"
No	"15,133"
No	"15,134"
Yes	343
Yes	356
Yes	"1,023"
Yes	"1,025"
No	"1,032"
No	"1,044"
No	"1,048"
No	328
No	"1,971"
Yes	"1,906"
No	336
Yes	"11,115"
Yes	"11,102"
Yes	"11,217"
Yes	"16,142"
No	"1,905"
No	"1,907"
Yes	"19,880"
Yes	"18,381"
No	"18,388"
Yes	"16,205"
Yes	"18,433"
Yes	"18,436"
Yes	"17,860"
Yes	"17,974"
Yes	"17,980"
Yes	"18,006"
Yes	"18,150"
Yes	"3,744"
Yes	"4,329"
Yes	"4,335"
Yes	"15,009"
No	"18,397"
Yes	"18,421"
Yes	"21,216"
Yes	"12,196"
Yes	"17,873"
Yes	"17,875"
Yes	"17,876"
No	"18,965"
No	"17,181"
Yes	"17,357"
Yes	"18,167"
No	"16,465"
Yes	"16,470"
Yes	"18,867"
No	"1,389"
Yes	"19,064"
Yes	"15,496"
No	"15,508"
Yes	232
Yes	"15,554"
Yes	"19,062"
Yes	"15,577"
Yes	"15,581"
Yes	"15,592"
No	238
Yes	305
Yes	241
Yes	"18,907"
Yes	"1,978"
Yes	"19,934"
No	295
No	377
Yes	311
No	16
Yes	5
No	"1,005"
No	"20,378"
Yes	"1,109"
No	"20,387"
Yes	"16,189"
Yes	"15,543"
No	"15,564"
Yes	"8,709"
Yes	"15,404"
Yes	45
Yes	"3,068"
Yes	"3,044"
Yes	"2,655"
Yes	"3,027"
Yes	"17,160"
Yes	"13,012"
Yes	"14,891"
Yes	"14,892"
No	"14,893"
Yes	"16,064"
Yes	"16,072"
Yes	"15,021"
Yes	"15,026"
Yes	"1,250"
Yes	"12,324"
Yes	"6,074"
Yes	"6,064"
No	129
Yes	"15,036"
Yes	"15,038"
Yes	"15,042"
No	"15,047"
No	87
Yes	"3,939"
No	"1,074"
Yes	"16,404"
Yes	"6,454"
Yes	"6,484"
Yes	"17,696"
Yes	"14,886"
Yes	"14,081"
Yes	131
Yes	"17,722"
Yes	"17,738"
Yes	"17,743"
Yes	"17,744"
Yes	"17,769"
Yes	"17,784"
Yes	"17,798"
No	"14,818"
No	"14,819"
Yes	"17,803"
Yes	"17,805"
No	"1,239"
Yes	"1,242"
No	"1,244"
Yes	"17,621"
Yes	"20,774"
Yes	"17,622"
Yes	"17,631"
Yes	"17,639"
Yes	"17,642"
Yes	"17,643"
Yes	"17,644"
Yes	"1,108"
Yes	"1,117"
Yes	"18,169"
Yes	"18,170"
Yes	"18,179"
Yes	"18,184"
Yes	"18,187"
No	"16,422"
No	"1,088"
Yes	"1,091"
Yes	"17,152"
No	"17,497"
Yes	"6,451"
Yes	"17,503"
Yes	"1,056"
Yes	"1,014"
No	"1,015"
No	"1,017"
No	965
Yes	944
Yes	947
Yes	"17,187"
Yes	"5,221"
Yes	"17,133"
Yes	143
Yes	"17,170"
No	"1,291"
Yes	"5,606"
Yes	"13,114"
Yes	"9,377"
Yes	"9,382"
Yes	"20,732"
Yes	"20,834"
Yes	"20,840"
Yes	"20,807"
Yes	"20,811"
Yes	"20,820"
Yes	"6,067"
Yes	"20,688"
Yes	"20,742"
Yes	"20,756"
Yes	"20,761"
Yes	"20,762"
Yes	"20,772"
Yes	"20,780"
Yes	"20,664"
Yes	"20,673"
Yes	"20,674"
Yes	"20,561"
No	"18,970"
Yes	"20,991"
Yes	"20,994"
Yes	"20,996"
Yes	"21,001"
Yes	"21,019"
Yes	"20,703"
Yes	"20,720"
Yes	"20,726"
Yes	"23,667"
No	"23,902"
Yes	"23,905"
Yes	"23,907"
Yes	"23,908"
Yes	"23,915"
Yes	"23,918"
Yes	"23,592"
Yes	"23,594"
Yes	"22,810"
Yes	"23,616"
Yes	"23,621"
Yes	"23,539"
Yes	"23,540"
Yes	"23,625"
Yes	"23,640"
Yes	"23,648"
No	"21,653"
No	441
No	445
No	455
Yes	"20,471"
Yes	"20,480"
Yes	"20,485"
Yes	"20,936"
Yes	"20,947"
Yes	"20,950"
No	"20,899"
Yes	"20,900"
Yes	"20,903"
Yes	"20,905"
Yes	"20,870"
Yes	"20,874"
Yes	"20,876"
Yes	"20,889"
Yes	"20,608"
Yes	"9,375"
Yes	"9,364"
Yes	"20,598"
No	"21,622"
Yes	"14,059"
Yes	"21,199"
Yes	"20,435"
Yes	"23,693"
No	"20,541"
No	"9,385"
Yes	"9,351"
Yes	"9,378"
Yes	"21,356"
Yes	"21,437"
Yes	"21,396"
Yes	"21,403"
Yes	"21,415"
Yes	"21,425"
Yes	"21,429"
Yes	"21,467"
Yes	"21,472"
Yes	"21,482"
Yes	"14,060"
No	"12,345"
No	"12,335"
Yes	"20,578"
Yes	"20,584"
Yes	"6,239"
Yes	"22,082"
Yes	"22,084"
Yes	"22,093"
Yes	"22,096"
Yes	"22,108"
No	"21,281"
Yes	"21,287"
No	"21,288"
Yes	"21,302"
Yes	"21,303"
Yes	"21,322"
Yes	"21,328"
Yes	"21,333"
Yes	"21,342"
Yes	"19,077"
Yes	"20,538"
Yes	"20,522"
Yes	"20,534"
Yes	"14,058"
Yes	"10,189"
No	"21,195"
No	"21,966"
Yes	"21,952"
Yes	"1,158"
Yes	"21,945"
Yes	"15,672"
Yes	"21,771"
Yes	"21,776"
Yes	"21,989"
Yes	"22,010"
Yes	"22,011"
Yes	"22,019"
Yes	"22,020"
Yes	"22,025"
Yes	"22,027"
Yes	"21,501"
Yes	"21,803"
Yes	"21,806"
Yes	"21,808"
Yes	"21,811"
Yes	"21,817"
Yes	"21,818"
Yes	"21,829"
Yes	"21,833"
Yes	"21,841"
Yes	"21,845"
Yes	"21,850"
Yes	"21,852"
Yes	"21,642"
Yes	"21,865"
Yes	"21,867"
Yes	"21,876"
Yes	"21,879"
Yes	"21,881"
Yes	"21,519"
Yes	"21,896"
Yes	"21,897"
Yes	"21,916"
Yes	"21,917"
Yes	"21,922"
Yes	"22,041"
Yes	"22,042"
Yes	"22,045"
Yes	"22,054"
Yes	"22,075"
Yes	"22,077"
Yes	"22,080"
Yes	"22,237"
Yes	"21,576"
Yes	"22,244"
Yes	"22,245"
Yes	"22,252"
Yes	"22,253"
Yes	"22,254"
No	"21,755"
No	"21,760"
Yes	"21,765"
Yes	"22,292"
No	"22,296"
Yes	"22,311"
Yes	"22,315"
No	"22,317"
Yes	"22,327"
Yes	"22,328"
Yes	"21,489"
Yes	"22,343"
Yes	"22,344"
Yes	"22,345"
Yes	"22,350"
Yes	"21,496"
Yes	"22,365"
Yes	"22,367"
Yes	"22,371"
Yes	"22,130"
No	"22,137"
Yes	"22,139"
Yes	"22,149"
Yes	"22,157"
Yes	"22,172"
Yes	"22,177"
Yes	"21,549"
Yes	"22,194"
Yes	"22,197"
No	"22,202"
No	"22,212"
Yes	"21,721"
Yes	"21,543"
Yes	"21,613"
Yes	"21,692"
Yes	"21,698"
Yes	"21,714"
Yes	"21,719"
Yes	"21,728"
Yes	"21,731"
Yes	"22,620"
No	"22,626"
No	"22,627"
Yes	"22,641"
Yes	"22,644"
Yes	"22,681"
Yes	"22,683"
Yes	"22,685"
Yes	"22,730"
No	"22,431"
No	"22,437"
Yes	"22,468"
Yes	"22,470"
Yes	"22,472"
Yes	"22,479"
Yes	"22,505"
Yes	"22,519"
Yes	"22,522"
Yes	"22,532"
Yes	"22,540"
Yes	"22,559"
Yes	"22,572"
Yes	"22,576"
No	"22,586"
Yes	"22,593"
Yes	"22,597"
Yes	"23,733"
Yes	"23,734"
Yes	"23,744"
Yes	"23,751"
Yes	"22,997"
Yes	"23,767"
Yes	"23,770"
Yes	"23,775"
No	"23,783"
Yes	"22,739"
Yes	"22,748"
Yes	"22,751"
Yes	"22,753"
Yes	"22,754"
Yes	"22,761"
Yes	"22,770"
Yes	"22,781"
No	"22,800"
Yes	"22,812"
Yes	"22,828"
Yes	"22,831"
Yes	"22,835"
Yes	"22,851"
Yes	"23,801"
Yes	"23,810"
Yes	"23,813"
Yes	"23,819"
Yes	"23,835"
Yes	"22,862"
Yes	"22,902"
Yes	"22,925"
Yes	"22,926"
Yes	"22,933"
Yes	"22,937"
Yes	"22,944"
Yes	"22,951"
Yes	"22,956"
Yes	"22,966"
Yes	"22,977"
Yes	"22,982"
Yes	"22,990"
Yes	"23,971"
Yes	"23,974"
Yes	"23,937"
Yes	"23,960"
Yes	"23,968"
Yes	"24,001"
Yes	"24,013"
Yes	"23,339"
No	"23,343"
Yes	"23,357"
Yes	"23,731"
Yes	"22,996"
Yes	"23,012"
Yes	"23,013"
Yes	"23,014"
Yes	"23,020"
No	"23,021"
Yes	"23,033"
Yes	"23,042"
Yes	"18,331"
Yes	"23,144"
Yes	"23,151"
Yes	"23,165"
Yes	"23,166"
No	"23,175"
No	"23,185"
No	"23,070"
No	"22,409"
Yes	"24,000"
Yes	"24,017"
Yes	"24,020"
Yes	"23,396"
No	"23,417"
No	"23,400"
Yes	"23,839"
Yes	"23,847"
No	"23,854"
Yes	"23,856"
Yes	"23,859"
Yes	"23,870"
Yes	"23,897"
Yes	"23,900"
No	"23,193"
No	"23,195"
Yes	"23,282"
Yes	"23,288"
No	"23,214"
Yes	"23,240"
Yes	"23,279"
No	"23,309"
Yes	"23,311"
Yes	"23,317"
Yes	"23,324"
No	"23,361"
Yes	"23,418"
Yes	"23,421"
Yes	"23,427"
Yes	"23,428"
Yes	"23,431"
Yes	"23,440"
Yes	"23,449"
No	"23,455"
No	"23,480"
Yes	"23,482"
Yes	"23,488"
Yes	"23,500"
Yes	"23,503"
Yes	"23,558"
Yes	"23,570"
Yes	"23,571"
No	"23,065"
Yes	"23,683"
No	"23,687"
Yes	"22,651"
Yes	"22,712"
Yes	"22,714"
Yes	"22,160"
Yes	"22,184"
Yes	"22,380"
Yes	"22,386"
No	"22,387"
Yes	"22,414"
Yes	"23,707"
Yes	"23,711"
Yes	"23,716"
No	"23,718"
Yes	"23,720"
Yes	"23,721"
Yes	"23,724"
Yes	"23,730"
Yes	"21,637"
Yes	"19,389"
No	"19,392"
No	"19,403"
Yes	"19,409"
Yes	"19,416"
Yes	"18,307"
Yes	"20,432"
Yes	"18,644"
Yes	"18,654"
Yes	"19,614"
Yes	"19,615"
Yes	"20,087"
No	"20,090"
Yes	"20,158"
Yes	"20,161"
Yes	"20,165"
Yes	"20,175"
Yes	"20,185"
Yes	"18,631"
No	"15,348"
No	"1,943"
Yes	"19,357"
Yes	"2,009"
Yes	"19,359"
Yes	"1,190"
Yes	"17,227"
Yes	"17,404"
No	"1,191"
Yes	"17,412"
Yes	"17,776"
No	"15,272"
Yes	"19,290"
No	"1,832"
No	"1,576"
Yes	"14,953"
No	"1,702"
No	"11,055"
No	"7,726"
No	"7,734"
No	"19,087"
Yes	"20,126"
Yes	"20,127"
Yes	"20,131"
Yes	"20,149"
No	"18,318"
No	"1,944"
No	"1,947"
Yes	"1,715"
No	"20,210"
Yes	"19,303"
No	"1,638"
No	"1,642"
No	"22,602"
Yes	"22,483"
Yes	"22,497"
Yes	"22,537"
Yes	"23,104"
No	"19,088"
No	"14,967"
No	"14,974"
No	969
Yes	"18,342"
Yes	"18,367"
Yes	"18,370"
Yes	"20,264"
Yes	"23,109"
No	"23,120"
Yes	"23,122"
Yes	"23,123"
Yes	"16,097"
Yes	"16,112"
Yes	"16,117"
Yes	"16,501"
No	"1,882"
No	"17,072"
Yes	"1,633"
Yes	"1,671"
No	"1,780"
No	"1,784"
No	"18,375"
No	"14,792"
Yes	"10,275"
Yes	"21,027"
Yes	"21,035"
Yes	"21,051"
Yes	"21,058"
Yes	"21,061"
Yes	"21,072"
Yes	"21,093"
Yes	"21,108"
Yes	"16,601"
Yes	"18,720"
Yes	"18,733"
Yes	"18,755"
No	"18,763"
No	"17,061"
Yes	"20,306"
Yes	"20,314"
Yes	"20,323"
Yes	"20,326"
No	"20,331"
Yes	"2,098"
Yes	"20,341"
No	"1,503"
No	"1,510"
No	"1,515"
No	"1,464"
No	"21,209"
Yes	"20,658"
No	"8,508"
No	"21,117"
No	"18,772"
No	"18,773"
Yes	"19,006"
No	"19,015"
Yes	"19,019"
Yes	"19,025"
No	"1,469"
No	"1,471"
No	"1,473"
No	"1,480"
No	"1,481"
Yes	"18,023"
Yes	"18,462"
Yes	"18,463"
Yes	"18,472"
No	"21,132"
No	"21,145"
No	"21,149"
Yes	"1,699"
Yes	"1,709"
No	"1,410"
Yes	"1,983"
Yes	"1,273"
No	140
Yes	"1,276"
Yes	"1,277"
Yes	"1,278"
Yes	"1,285"
Yes	152
Yes	"18,474"
Yes	"18,484"
Yes	"18,486"
Yes	"18,487"
Yes	"18,996"
No	"18,452"
No	"19,000"
No	"19,001"
Yes	"16,841"
Yes	"16,842"
No	"1,518"
Yes	964
Yes	"1,591"
Yes	"1,594"
No	243
No	"1,608"
Yes	"1,614"
No	"1,452"
Yes	"1,423"
No	"1,425"
No	"1,428"
No	"1,433"
Yes	"16,866"
Yes	"16,868"
Yes	"16,878"
Yes	"16,885"
Yes	"16,887"
Yes	"16,888"
Yes	"16,894"
Yes	756
No	"2,298"
No	"19,544"
Yes	"18,824"
Yes	"18,828"
Yes	759
Yes	"15,967"
Yes	"15,969"
No	202
No	203
No	"1,302"
No	"1,304"
No	"1,315"
No	"1,324"
No	"17,518"
Yes	"17,520"
Yes	"17,572"
Yes	391
Yes	"15,440"
No	"15,971"
No	245
Yes	"16,781"
No	"16,787"
No	"17,432"
Yes	"17,436"
No	"17,440"
Yes	"19,049"
No	"1,297"
Yes	165
No	"18,784"
Yes	"18,790"
Yes	"18,794"
Yes	"18,802"
No	"16,816"
Yes	"19,784"
Yes	"19,786"
Yes	"19,790"
Yes	"20,362"
Yes	"2,147"
Yes	"15,648"
Yes	"15,652"
Yes	"15,704"
No	"15,709"
Yes	"15,712"
Yes	"15,716"
Yes	"1,179"
Yes	"15,852"
Yes	"15,871"
Yes	"15,875"
Yes	"15,879"
Yes	"2,463"
Yes	838
Yes	"21,171"
No	"21,174"
Yes	330
Yes	"1,799"
Yes	"16,822"
Yes	"16,823"
Yes	"17,005"
Yes	"17,020"
Yes	"17,021"
No	"16,898"
Yes	"15,436"
Yes	"2,099"
Yes	"1,662"
Yes	"1,615"
No	"1,616"
Yes	"19,427"
Yes	"19,438"
No	"19,313"
No	"19,453"
Yes	"16,383"
Yes	"16,433"
Yes	"16,436"
Yes	"16,728"
Yes	"16,738"
Yes	"15,907"
Yes	"17,317"
Yes	"17,332"
Yes	"15,473"
Yes	"15,478"
Yes	175
No	104
No	"19,692"
No	"1,917"
No	"1,918"
Yes	"1,927"
No	"1,751"
Yes	"1,753"
No	"1,754"
Yes	"15,262"
Yes	"17,230"
Yes	"17,232"
Yes	"17,235"
Yes	"17,248"
Yes	"15,941"
No	163
Yes	"17,264"
No	"19,309"
No	"19,312"
Yes	"2,004"
Yes	"2,173"
No	"18,604"
Yes	"18,611"
Yes	"20,025"
No	"18,625"
Yes	"20,854"
No	"19,340"
Yes	"19,347"
Yes	"19,348"
Yes	"19,361"
Yes	"19,366"
No	"1,374"
No	"1,376"
No	"18,291"
Yes	"18,294"
Yes	"1,148"
Yes	"19,627"
Yes	"19,628"
Yes	"19,631"
Yes	"19,640"
Yes	"1,153"
Yes	"19,642"
No	"19,668"
Yes	"3,148"
No	"1,196"
No	"1,208"
No	"1,209"
Yes	600
Yes	634
Yes	"6,115"
Yes	"10,262"
Yes	640
No	211
Yes	215
Yes	"18,217"
No	"18,229"
Yes	"18,245"
Yes	"1,349"
Yes	"1,142"
Yes	"1,141"
Yes	"19,581"
Yes	"16,210"
Yes	"16,217"
Yes	"16,221"
Yes	"16,558"
Yes	"18,451"
Yes	"15,185"
Yes	"15,186"
Yes	"15,193"
Yes	"2,635"
Yes	"15,559"
Yes	"21,530"
Yes	"16,924"
Yes	"18,260"
No	"19,941"
Yes	"2,049"
No	"19,979"
Yes	"19,985"
Yes	"20,623"
Yes	"15,954"
Yes	"15,868"
Yes	"15,887"
Yes	972
Yes	982
Yes	"15,721"
Yes	"15,797"
Yes	"15,973"
Yes	"20,626"
Yes	"20,632"
Yes	"13,357"
Yes	"13,363"
No	"18,977"
Yes	"13,425"
No	"15,065"
Yes	"11,944"
No	"15,961"
Yes	"15,989"
Yes	"15,995"
No	"19,701"
No	"16,003"
No	"16,004"
Yes	"19,709"
Yes	"16,021"
Yes	401
Yes	"21,204"
Yes	"15,397"
Yes	"2,665"
No	"15,569"
Yes	"15,597"
Yes	"16,053"
Yes	"16,147"
Yes	"16,159"
Yes	"16,161"
Yes	"17,121"
Yes	"17,265"
Yes	"17,365"
Yes	"17,368"
Yes	"17,375"
No	"15,073"
No	"15,075"
Yes	"18,589"
Yes	"18,591"
No	"16,399"
Yes	"18,208"
Yes	"16,411"
Yes	"16,415"
Yes	"16,442"
No	"16,464"
No	"16,466"
Yes	"18,571"
Yes	"2,880"
Yes	"15,736"
Yes	"15,738"
Yes	"15,745"
Yes	"15,749"
Yes	"15,750"
Yes	"15,756"
Yes	"15,767"
Yes	"15,772"
No	"15,637"
No	451
Yes	"2,682"
Yes	"3,078"
Yes	"15,400"
Yes	"15,401"
Yes	"20,348"
Yes	"20,358"
Yes	"4,341"
Yes	"3,196"
Yes	"5,373"
Yes	748
Yes	"3,103"
Yes	"3,098"
Yes	130
Yes	676
Yes	"1,029"
Yes	470
Yes	478
Yes	485
Yes	"21,970"
Yes	"2,673"
Yes	"2,695"
Yes	"2,685"
Yes	"2,732"
Yes	"10,849"
Yes	"3,061"
Yes	"3,067"
Yes	669
Yes	670
Yes	699
Yes	"1,167"
Yes	"20,593"
Yes	"4,339"
Yes	64
Yes	342
Yes	67
Yes	"20,978"
Yes	72
No	"20,422"
Yes	"14,949"
Yes	"10,331"
Yes	497
Yes	"15,792"
Yes	"15,794"
Yes	"15,798"
Yes	"15,800"
Yes	"15,822"
Yes	"15,697"
Yes	"19,997"
Yes	"19,999"
Yes	"14,844"
No	284
No	"15,153"
No	"18,984"
Yes	"15,113"
Yes	"15,112"
Yes	"14,930"
Yes	"4,472"
Yes	"14,935"
Yes	"4,550"
Yes	"2,900"
Yes	"2,910"
No	"14,989"
Yes	"12,366"
Yes	"12,375"
Yes	"8,550"
Yes	"8,549"
Yes	"10,208"
Yes	"12,415"
No	"14,846"
Yes	"19,275"
Yes	"19,803"
Yes	"19,892"
No	"2,084"
Yes	"18,448"
Yes	2
Yes	"16,029"
Yes	"16,037"
Yes	"16,033"
Yes	"18,027"
No	"18,031"
Yes	"19,475"
Yes	"20,804"
Yes	302
Yes	"21,133"
Yes	"16,370"
Yes	"16,372"
Yes	"16,376"
No	534
Yes	545
No	"14,831"
Yes	"19,119"
Yes	"19,127"
Yes	"2,045"
Yes	"17,814"
Yes	"17,840"
Yes	"17,904"
Yes	"17,906"
No	"17,909"
Yes	"18,068"
Yes	"18,073"
Yes	"16,378"
Yes	"16,380"
Yes	"16,386"
Yes	"21,248"
Yes	"16,228"
Yes	"16,230"
Yes	"2,036"
Yes	"19,265"
Yes	"19,619"
Yes	"2,795"
Yes	"16,173"
Yes	"19,145"
Yes	"16,319"
Yes	"16,330"
Yes	"16,338"
Yes	"16,339"
Yes	"16,348"
Yes	"16,349"
Yes	"16,355"
Yes	"16,361"
Yes	"16,365"
Yes	"18,504"
Yes	"18,512"
Yes	556
Yes	"20,612"
No	"18,936"
Yes	863
Yes	"17,680"
Yes	864
Yes	"17,702"
Yes	"17,704"
Yes	"17,710"
Yes	873
Yes	874
Yes	"18,515"
Yes	"18,516"
Yes	"18,520"
Yes	"18,524"
Yes	"18,532"
Yes	"18,541"
Yes	741
Yes	"18,550"
Yes	"18,501"
Yes	"18,557"
Yes	"18,559"
Yes	"18,561"
Yes	"18,562"
Yes	"18,567"
Yes	"16,274"
Yes	"16,275"
Yes	"16,279"
Yes	"14,995"
Yes	"12,319"
Yes	"17,936"
Yes	"17,960"
Yes	"17,963"
Yes	"17,965"
Yes	"17,967"
Yes	"18,051"
Yes	846
Yes	"18,059"
Yes	"18,064"
Yes	"18,076"
Yes	"18,079"
No	726
Yes	"18,442"
Yes	"16,290"
Yes	"16,296"
Yes	"16,303"
Yes	"16,306"
Yes	99
Yes	"16,497"
Yes	"18,496"
Yes	"16,052"
Yes	"12,389"
Yes	"19,042"
Yes	515
Yes	"3,574"
No	"2,477"
Yes	"17,546"
Yes	"17,635"
Yes	"17,653"
Yes	"17,655"
Yes	"16,238"
Yes	"12,269"
No	"16,715"
Yes	"18,086"
Yes	"18,094"
Yes	"18,105"
Yes	"18,122"
No	102
Yes	"17,362"
Yes	"16,523"
Yes	"16,531"
Yes	"16,538"
Yes	"16,551"
Yes	"16,554"
Yes	"3,112"
Yes	"12,307"
Yes	"2,770"
Yes	"14,910"
Yes	"2,743"
Yes	"16,722"
Yes	"16,723"
Yes	"16,725"
Yes	"16,912"
No	"19,677"
No	"19,549"
Yes	"19,566"
Yes	"19,570"
Yes	"10,311"
Yes	"8,939"
Yes	"14,918"
Yes	"2,783"
Yes	"14,919"
Yes	"14,922"
Yes	"3,131"
Yes	407
No	607
Yes	613
Yes	"18,673"
Yes	"18,675"
Yes	"18,677"
No	"15,156"
Yes	767
Yes	780
No	1
No	"19,499"
Yes	"19,503"
Yes	"19,505"
Yes	"19,522"
No	"19,523"
No	"8,349"
No	"13,882"
Yes	"14,983"
No	665
No	571
Yes	"19,182"
Yes	"15,383"
Yes	"19,187"
No	"19,199"
Yes	"19,214"
Yes	"2,075"
No	"19,220"
Yes	"19,222"
Yes	"19,224"
Yes	"19,227"
Yes	"2,076"
No	"17,307"
No	731
Yes	680
No	474
No	"18,989"
No	"1,171"
No	"1,172"
Yes	"17,910"
Yes	"1,668"
No	"1,670"
Yes	"1,676"
Yes	"16,604"
Yes	"16,607"
Yes	"16,618"
Yes	"16,619"
Yes	"16,623"
Yes	"16,629"
Yes	"18,595"
Yes	"16,632"
Yes	"16,640"
Yes	"19,831"
Yes	"19,859"
No	501
Yes	"17,925"
Yes	"16,765"
Yes	"16,767"
Yes	"16,777"
Yes	"16,792"
Yes	"16,795"
Yes	"16,799"
Yes	"19,763"
Yes	"19,764"
Yes	"2,126"
No	27
Yes	"17,443"
Yes	"17,459"
Yes	"19,815"
Yes	"19,816"
Yes	"19,817"
Yes	"2,116"
Yes	"2,117"
Yes	"16,677"
Yes	"16,688"
Yes	"16,691"
Yes	"19,742"
No	"19,747"
Yes	"19,759"
Yes	"18,681"
No	"18,688"
No	"18,918"
No	"2,181"
No	3
No	"1,197"
No	830
Yes	"17,037"
Yes	834
Yes	"19,587"
Yes	"19,590"
Yes	"19,597"
Yes	"19,602"
Yes	"17,463"
Yes	"17,466"
Yes	"17,478"
Yes	"17,514"
Yes	"17,517"
Yes	"19,900"
Yes	"14,950"
No	56
Yes	"20,055"
No	495
Yes	801
No	550
No	567
No	"20,372"
Yes	"20,033"
Yes	"20,034"
Yes	"20,067"
Yes	"13,794"
Yes	"20,068"
No	"13,828"
Yes	"4,638"
Yes	"20,073"
Yes	"15,483"
Yes	"15,517"
Yes	"15,521"
No	"15,838"
No	"15,132"
Yes	344
Yes	357
Yes	358
Yes	365
No	366
No	"1,021"
Yes	"1,027"
No	"1,033"
No	"1,034"
Yes	"15,432"
Yes	"1,041"
Yes	891
Yes	"11,117"
Yes	"14,888"
No	"16,095"
Yes	"16,144"
No	"1,898"
Yes	"18,431"
Yes	"17,863"
Yes	"17,993"
Yes	"4,365"
Yes	"4,342"
Yes	"3,738"
Yes	898
Yes	"4,344"
Yes	"15,012"
Yes	"18,402"
Yes	"18,409"
Yes	"18,413"
Yes	"18,416"
Yes	"18,418"
Yes	"21,217"
Yes	"3,739"
Yes	"17,883"
Yes	"17,880"
Yes	"17,888"
Yes	"17,891"
Yes	"17,998"
Yes	"17,130"
Yes	"17,173"
Yes	"17,175"
Yes	"17,178"
No	"1,344"
No	789
Yes	"1,968"
Yes	"18,859"
Yes	"18,872"
Yes	"15,499"
Yes	"15,528"
Yes	"15,552"
Yes	"15,589"
Yes	"18,895"
Yes	"18,897"
Yes	"15,619"
Yes	"19,927"
Yes	"19,930"
Yes	"19,931"
Yes	"19,933"
No	"18,704"
No	"18,706"
Yes	320
No	"18,846"
Yes	"15,341"
Yes	290
No	"20,380"
No	"20,383"
No	"20,386"
No	"20,391"
Yes	"16,188"
Yes	"19,486"
No	"2,238"
Yes	443
Yes	"15,537"
No	"15,550"
Yes	"15,565"
Yes	"2,723"
Yes	42
Yes	"2,658"
Yes	"3,042"
Yes	"3,040"
Yes	"3,038"
Yes	"3,053"
Yes	"3,047"
Yes	47
No	"1,262"
Yes	"17,138"
Yes	"17,158"
No	"12,278"
Yes	"12,336"
No	"16,075"
No	"12,256"
Yes	"15,016"
Yes	"17,765"
Yes	117
No	"1,251"
Yes	"17,343"
Yes	"6,066"
Yes	"6,060"
Yes	"6,057"
Yes	"15,044"
Yes	84
Yes	85
Yes	"14,900"
No	"17,682"
Yes	"17,686"
Yes	"17,700"
Yes	"17,719"
Yes	"14,885"
Yes	"14,085"
Yes	"17,715"
Yes	"17,741"
Yes	"17,783"
Yes	"17,789"
Yes	"17,794"
Yes	"17,795"
No	"17,730"
Yes	"1,064"
Yes	"17,804"
No	"1,225"
No	"1,226"
No	"1,221"
Yes	"17,616"
Yes	"17,624"
No	"17,636"
Yes	"1,101"
Yes	"1,107"
No	"1,110"
Yes	"1,111"
Yes	"1,114"
No	"1,119"
Yes	"18,180"
Yes	"18,181"
Yes	"1,129"
No	"16,424"
No	"1,084"
Yes	"16,418"
Yes	"18,190"
Yes	"1,095"
No	"1,097"
Yes	"17,155"
Yes	"17,493"
Yes	"17,494"
No	"13,821"
Yes	"6,436"
Yes	"6,467"
Yes	"17,508"
No	91
Yes	94
Yes	108
No	109
No	"1,001"
No	"1,011"
